"행정구역","2020년12월_계_총인구수","2020년12월_계_연령구간인구수","2020년12월_계_0~9세","2020년12월_계_10~19세","2020년12월_계_20~29세","2020년12월_계_30~39세","2020년12월_계_40~49세","2020년12월_계_50~59세","2020년12월_계_60~69세","2020년12월_계_70~79세","2020년12월_계_80~89세","2020년12월_계_90~99세","2020년12월_계_100세 이상"
"강원도 인제군 인제읍귀둔출장소(4281025100)","515","515","16","31","35","28","61","119","112","77","33","3","0"
"강원도 인제군 남면(4281031000)","3,956","3,956","322","265","522","538","408","605","708","328","222","38","0"
"강원도 인제군 북면(4281032000)","8,223","8,223","593","623","1,050","896","1,071","1,468","1,363","692","400","63","4"
"강원도 인제군 기린면(4281033000)","5,051","5,051","400","329","563","657","624","881","872","425","250","48","2"
"강원도 인제군 서화면(4281034000)","2,576","2,576","201","141","517","370","255","339","385","233","118","17","0"
"강원도 인제군 상남면(4281035000)","1,533","1,533","43","83","132","79","161","322","381","209","102","20","1"
"강원도 고성군 (4282000000)","26,757","26,757","1,273","1,621","2,868","2,219","3,063","4,822","5,193","3,499","1,843","339","17"
"강원도 고성군 간성읍(4282025000)","6,981","6,981","545","583","900","780","905","1,135","1,025","663","368","72","5"
"강원도 고성군 거진읍(4282025300)","6,251","6,251","204","340","526","355","628","1,141","1,379","1,011","548","115","4"
"강원도 고성군 현내면(4282031000)","2,407","2,407","59","101","159","154","209","449","588","428","220","39","1"
"강원도 고성군 죽왕면(4282032000)","3,777","3,777","157","194","409","316","389","689","765","520","291","43","4"
"강원도 고성군 토성면(4282033000)","7,341","7,341","308","403","874","614","932","1,408","1,436","877","416","70","3"
"강원도 양양군 (4283000000)","27,946","27,946","1,350","1,845","2,411","2,340","3,524","5,101","5,539","3,648","1,850","321","17"
"강원도 양양군 양양읍(4283025000)","12,549","12,549","861","1,149","1,243","1,266","1,926","2,174","2,002","1,221","598","106","3"
"강원도 양양군 서면(4283031000)","2,877","2,877","70","167","225","158","314","544","651","472","233","43","0"
"강원도 양양군 손양면(4283032000)","2,336","2,336","72","99","195","149","243","459","487","379","222","26","5"
"강원도 양양군 현북면(4283033000)","2,561","2,561","74","92","160","189","232","487","633","434","223","34","3"
"강원도 양양군 현남면(4283034000)","3,054","3,054","93","119","167","228","318","533","722","512","301","57","4"
"강원도 양양군 강현면(4283035000)","4,569","4,569","180","219","421","350","491","904","1,044","630","273","55","2"
"충청북도  (4300000000)","1,600,837","1,600,837","123,371","149,379","199,209","194,677","241,194","273,800","223,341","120,519","65,569","9,209","569"
"충청북도 청주시 (4311000000)","844,993","844,993","74,249","86,167","120,028","118,377","136,530","137,967","97,151","47,351","23,577","3,409","187"
"충청북도 청주시 상당구 (4311100000)","190,034","190,034","16,082","19,792","24,502","22,877","30,305","32,973","23,895","12,310","6,251","991","56"
"충청북도 청주시 상당구 낭성면(4311131000)","2,260","2,260","49","64","166","126","173","457","598","339","243","44","1"
"충청북도 청주시 상당구 미원면(4311132000)","5,030","5,030","114","204","318","291","415","950","1,267","820","542","100","9"
"충청북도 청주시 상당구 가덕면(4311133000)","3,951","3,951","109","123","320","244","362","877","937","581","347","50","1"
"충청북도 청주시 상당구 남일면(4311134000)","6,870","6,870","418","435","745","686","824","1,338","1,268","633","459","58","6"
"충청북도 청주시 상당구 문의면(4311135000)","4,020","4,020","96","195","313","230","415","759","864","606","466","74","2"
"충청북도 청주시 상당구 중앙동(4311152500)","6,029","6,029","247","438","891","622","813","1,017","964","645","348","40","4"
"충청북도 청주시 상당구 성안동(4311154500)","6,911","6,911","223","397","988","678","847","1,175","1,291","807","423","75","7"
"충청북도 청주시 상당구 탑대성동(4311162000)","8,866","8,866","410","693","1,053","834","1,218","1,629","1,519","970","463","73","4"
"충청북도 청주시 상당구 영운동(4311167000)","10,761","10,761","629","919","1,341","1,158","1,585","1,897","1,726","1,019","424","62","1"
"충청북도 청주시 상당구 금천동(4311168000)","30,156","30,156","2,528","3,735","3,967","3,303","5,338","5,095","3,467","1,865","745","108","5"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,550","13,550","1,556","1,993","1,514","1,585","2,574","2,143","1,211","641","288","43","2"
"충청북도 청주시 상당구 용암1동(4311172000)","54,190","54,190","5,505","6,421","7,586","7,575","9,490","9,127","5,328","2,061","928","162","7"
"충청북도 청주시 상당구 용암2동(4311173000)","37,440","37,440","4,198","4,175","5,300","5,545","6,251","6,509","3,455","1,323","575","102","7"
"충청북도 청주시 서원구 (4311200000)","194,720","194,720","13,842","20,371","28,330","22,663","30,681","34,235","25,187","12,447","6,062","856","46"
"충청북도 청주시 서원구 남이면(4311231000)","10,118","10,118","624","666","1,146","1,058","1,268","2,212","1,755","826","496","66","1"
"충청북도 청주시 서원구 현도면(4311232000)","3,350","3,350","88","124","202","213","340","619","773","547","382","59","3"
"충청북도 청주시 서원구 사직1동(4311251000)","7,735","7,735","309","534","934","768","1,017","1,549","1,392","771","393","60","8"
"충청북도 청주시 서원구 사직2동(4311252000)","14,367","14,367","1,395","1,420","1,714","1,924","2,086","2,371","2,015","921","445","70","6"
"충청북도 청주시 서원구 사창동(4311253000)","14,863","14,863","671","989","3,460","1,985","1,887","2,169","2,001","1,186","463","48","4"
"충청북도 청주시 서원구 모충동(4311254000)","14,698","14,698","688","1,000","2,300","1,603","1,893","2,695","2,578","1,276","578","81","6"
"충청북도 청주시 서원구 산남동(4311255000)","26,782","26,782","2,420","4,038","3,624","3,198","5,189","4,506","2,242","997","495","70","3"
"충청북도 청주시 서원구 분평동(4311256000)","30,829","30,829","2,564","4,165","4,525","3,437","5,608","5,593","2,743","1,343","748","101","2"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,639","13,639","563","971","2,066","1,325","1,785","2,546","2,342","1,356","608","72","5"
"충청북도 청주시 서원구 수곡2동(4311258000)","13,551","13,551","690","1,104","1,714","1,273","1,686","2,778","2,401","1,209","597","97","2"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","44,788","44,788","3,830","5,360","6,645","5,879","7,922","7,197","4,945","2,015","857","132","6"
"충청북도 청주시 흥덕구 (4311300000)","265,866","265,866","24,206","26,526","41,122","41,249","43,173","43,084","27,649","12,171","5,829","823","34"
"충청북도 청주시 흥덕구 오송읍(4311325000)","23,602","23,602","2,325","2,282","3,144","3,895","4,106","3,286","2,459","1,326","670","103","6"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,859","10,859","685","1,050","1,431","1,140","1,561","2,087","1,536","832","473","60","4"
"충청북도 청주시 흥덕구 옥산면(4311332000)","18,018","18,018","2,290","1,280","1,978","3,534","2,597","2,738","2,008","966","551","72","4"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","17,187","17,187","914","1,525","2,537","1,904","2,493","3,521","2,556","1,096","554","84","3"
"충청북도 청주시 흥덕구 복대1동(4311374100)","51,429","51,429","6,015","6,561","7,371","8,585","10,025","7,278","3,497","1,371","640","83","3"
"충청북도 청주시 흥덕구 복대2동(4311374200)","16,183","16,183","645","1,085","3,418","1,883","2,026","2,941","2,440","1,237","451","54","3"
"충청북도 청주시 흥덕구 가경동(4311374700)","52,634","52,634","4,515","6,566","7,707","6,466","8,933","9,823","5,597","2,020","874","128","5"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,828","9,828","490","587","2,020","1,661","1,355","1,582","1,261","611","234","27","0"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","24,344","24,344","1,768","2,337","4,263","3,954","3,909","4,046","2,525","1,024","444","72","2"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,414","28,414","2,046","2,339","5,342","4,672","4,326","4,545","3,001","1,335","690","115","3"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","13,368","13,368","2,513","914","1,911","3,555","1,842","1,237","769","353","248","25","1"
"충청북도 청주시 청원구 (4311400000)","194,373","194,373","20,119","19,478","26,074","31,588","32,371","27,675","20,420","10,423","5,435","739","51"
"충청북도 청주시 청원구 내수읍(4311425000)","19,527","19,527","1,509","1,893","2,346","2,115","3,096","3,539","2,605","1,463","824","128","9"
"충청북도 청주시 청원구 오창읍(4311425300)","70,066","70,066","10,048","7,507","8,990","15,520","12,574","7,362","4,669","2,119","1,109","162","6"
"충청북도 청주시 청원구 북이면(4311431000)","4,644","4,644","101","168","364","286","437","904","1,114","702","491","67","10"
"충청북도 청주시 청원구 우암동(4311451000)","12,345","12,345","539","735","2,067","1,472","1,583","2,050","1,925","1,250","656","61","7"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,604","8,604","340","566","1,083","813","1,168","1,561","1,577","984","455","52","5"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,035","13,035","839","1,033","1,991","1,537","1,989","2,207","1,782","1,100","497","57","3"
"충청북도 청주시 청원구 율량.사천동(4311454000)","47,747","47,747","4,290","5,224","7,316","6,834","7,974","7,772","5,163","2,034","987","145","8"
"충청북도 청주시 청원구 오근장동(4311455000)","18,405","18,405","2,453","2,352","1,917","3,011","3,550","2,280","1,585","771","416","67","3"
"충청북도 충주시 (4313000000)","210,186","210,186","14,581","18,883","24,405","23,337","30,940","37,632","31,737","17,429","9,881","1,291","70"
"충청북도 충주시 주덕읍(4313025000)","4,864","4,864","105","208","375","306","480","1,029","1,174","675","461","48","3"
"충청북도 충주시 살미면(4313031000)","2,039","2,039","42","65","118","95","163","429","577","329","185","35","1"
"충청북도 충주시 수안보면(4313032500)","2,988","2,988","74","117","192","156","254","645","768","491","247","43","1"
"충청북도 충주시 대소원면(4313033500)","8,734","8,734","579","411","1,392","1,366","1,188","1,460","1,288","598","393","52","7"
"충청북도 충주시 신니면(4313035000)","3,010","3,010","29","116","173","171","231","596","790","496","369","36","3"
"충청북도 충주시 노은면(4313036000)","2,317","2,317","53","96","126","117","179","401","632","401","274","35","3"
"충청북도 충주시 앙성면(4313037000)","3,944","3,944","74","130","268","180","324","808","1,046","644","405","61","4"
"충청북도 충주시 중앙탑면(4313038500)","13,226","13,226","2,029","960","1,566","3,011","2,056","1,548","1,143","538","321","53","1"
"충청북도 충주시 금가면(4313039000)","3,782","3,782","337","272","512","468","507","512","562","342","240","27","3"
"충청북도 충주시 동량면(4313040000)","3,706","3,706","111","173","265","180","333","734","894","562","386","66","2"
"충청북도 충주시 산척면(4313041000)","2,297","2,297","54","84","139","121","190","437","575","387","274","34","2"
"충청북도 충주시 엄정면(4313042000)","3,256","3,256","84","168","188","166","258","584","861","521","371","49","6"
"충청북도 충주시 소태면(4313043000)","1,953","1,953","68","76","100","115","148","339","525","330","229","22","1"
"충청북도 충주시 성내.충인동(4313051500)","2,706","2,706","94","158","270","226","340","478","539","357","204","37","3"
"충청북도 충주시 교현.안림동(4313053500)","23,628","23,628","1,607","2,549","2,779","2,438","3,721","4,382","3,378","1,742","922","104","6"
"충청북도 충주시 교현2동(4313054000)","7,070","7,070","272","545","881","608","957","1,278","1,251","801","424","50","3"
"충청북도 충주시 용산동(4313055000)","15,528","15,528","1,250","2,020","1,886","1,663","2,876","2,712","1,713","884","468","52","4"
"충청북도 충주시 지현동(4313056000)","5,259","5,259","246","481","576","444","733","961","876","587","313","39","3"
"충청북도 충주시 문화동(4313057100)","9,606","9,606","358","701","1,064","851","1,174","1,793","1,922","1,104","555","78","6"
"충청북도 충주시 호암.직동(4313058000)","18,282","18,282","2,049","2,365","2,179","2,621","3,390","2,843","1,665","742","374","54","0"
"충청북도 충주시 달천동(4313060500)","3,666","3,666","94","145","499","256","399","722","754","486","280","30","1"
"충청북도 충주시 봉방동(4313061000)","9,422","9,422","549","771","1,139","1,013","1,421","1,732","1,521","889","342","43","2"
"충청북도 충주시 칠금.금릉동(4313062500)","14,554","14,554","1,021","1,718","1,924","1,445","2,508","2,837","1,693","904","448","54","2"
"충청북도 충주시 연수동(4313063000)","37,667","37,667","2,820","3,867","5,031","4,495","5,959","7,152","4,804","2,212","1,169","157","1"
"충청북도 충주시 목행.용탄동(4313064000)","6,682","6,682","582","687","763","825","1,151","1,220","786","407","227","32","2"
"충청북도 제천시 (4315000000)","133,018","133,018","8,740","11,695","14,739","13,011","18,442","24,010","22,803","12,444","6,236","822","76"
"충청북도 제천시 봉양읍(4315025000)","6,772","6,772","269","354","476","423","708","1,286","1,677","939","559","79","2"
"충청북도 제천시 금성면(4315031000)","1,936","1,936","44","91","120","105","138","387","532","290","194","30","5"
"충청북도 제천시 청풍면(4315032000)","1,283","1,283","27","48","68","63","89","266","349","221","135","14","3"
"충청북도 제천시 수산면(4315033000)","2,044","2,044","42","69","88","73","139","400","593","377","238","20","5"
"충청북도 제천시 덕산면(4315034000)","2,194","2,194","68","193","75","75","182","388","565","398","213","37","0"
"충청북도 제천시 한수면(4315035000)","708","708","20","33","31","37","67","148","188","96","70","16","2"
"충청북도 제천시 백운면(4315036000)","3,263","3,263","86","132","166","124","245","607","964","543","341","51","4"
"충청북도 제천시 송학면(4315038000)","4,633","4,633","95","205","373","226","417","900","1,224","710","416","62","5"
"충청북도 제천시 교동(4315051000)","18,898","18,898","1,602","2,383","2,291","2,011","3,304","3,434","2,286","1,075","462","44","6"
"충청북도 제천시 의림지동(4315051800)","9,931","9,931","821","1,124","1,274","1,040","1,634","1,778","1,335","564","303","56","2"
"충청북도 제천시 중앙동(4315052800)","5,874","5,874","248","420","645","495","746","1,020","1,221","733","298","43","5"
"충청북도 제천시 남현동(4315053700)","4,920","4,920","198","309","557","401","562","910","1,080","633","244","24","2"
"충청북도 제천시 영서동(4315054700)","10,284","10,284","770","904","1,059","1,145","1,476","1,779","1,603","1,012","467","50","19"
"충청북도 제천시 용두동(4315056000)","17,990","17,990","1,358","1,792","2,624","2,174","2,718","3,157","2,359","1,122","609","76","1"
"충청북도 제천시 신백동(4315057700)","11,188","11,188","748","1,184","1,357","1,031","1,735","2,156","1,572","912","432","56","5"
"충청북도 제천시 청전동(4315059000)","15,739","15,739","688","1,134","1,921","1,409","1,929","2,953","3,223","1,675","701","100","6"
"충청북도 제천시 화산동(4315060500)","15,361","15,361","1,656","1,320","1,614","2,179","2,353","2,441","2,032","1,144","554","64","4"
"충청북도 보은군 (4372000000)","32,412","32,412","1,464","2,111","2,377","2,210","3,320","5,900","6,814","4,584","3,114","490","28"
"충청북도 보은군 보은읍(4372025000)","14,938","14,938","1,021","1,335","1,411","1,300","1,949","2,690","2,544","1,555","981","141","11"
"충청북도 보은군 속리산면(4372031500)","1,907","1,907","32","84","118","91","165","397","478","342","159","38","3"
"충청북도 보은군 장안면(4372032500)","1,467","1,467","75","76","104","140","159","257","266","207","155","26","2"
"충청북도 보은군 마로면(4372033000)","2,193","2,193","54","90","86","93","151","384","560","431","301","40","3"
"충청북도 보은군 탄부면(4372034000)","1,667","1,667","24","59","85","71","104","269","416","351","255","30","3"
"충청북도 보은군 삼승면(4372035000)","2,295","2,295","57","137","151","161","193","392","522","383","274","24","1"
"충청북도 보은군 수한면(4372036000)","1,932","1,932","48","90","107","104","161","331","511","297","235","47","1"
"충청북도 보은군 회남면(4372037000)","761","761","26","25","27","25","58","138","227","142","80","13","0"
"충청북도 보은군 회인면(4372038500)","1,763","1,763","54","68","85","60","121","338","440","315","239","42","1"
"충청북도 보은군 내북면(4372039000)","1,704","1,704","34","70","104","80","109","342","410","289","218","47","1"
"충청북도 보은군 산외면(4372040000)","1,785","1,785","39","77","99","85","150","362","440","272","217","42","2"
"충청북도 옥천군 (4373000000)","50,527","50,527","2,590","3,884","4,412","3,877","6,253","8,962","9,855","6,358","3,740","569","27"
"충청북도 옥천군 옥천읍(4373025000)","28,977","28,977","2,114","3,036","3,144","2,763","4,484","4,980","4,341","2,665","1,261","183","6"
"충청북도 옥천군 동이면(4373031000)","3,220","3,220","84","130","222","178","289","616","832","481","331","56","1"
"충청북도 옥천군 안남면(4373032000)","1,418","1,418","39","67","62","75","99","274","353","245","169","35","0"
"충청북도 옥천군 안내면(4373033000)","1,941","1,941","37","73","98","82","161","321","510","347","263","41","8"
"충청북도 옥천군 청성면(4373034000)","2,347","2,347","29","57","84","86","126","453","652","434","370","53","3"
"충청북도 옥천군 청산면(4373035000)","3,036","3,036","55","139","141","122","220","518","813","595","384","45","4"
"충청북도 옥천군 이원면(4373036000)","4,253","4,253","106","191","279","262","396","779","994","730","437","77","2"
"충청북도 옥천군 군서면(4373037000)","2,290","2,290","58","76","175","130","173","422","571","394","259","32","0"
"충청북도 옥천군 군북면(4373038000)","3,045","3,045","68","115","207","179","305","599","789","467","266","47","3"
"충청북도 영동군 (4374000000)","47,475","47,475","2,336","3,390","4,453","3,271","5,362","8,486","9,201","6,511","3,901","524","40"
"충청북도 영동군 영동읍(4374025000)","20,911","20,911","1,524","2,064","2,697","1,959","3,048","3,547","2,983","1,979","984","111","15"
"충청북도 영동군 용산면(4374031000)","3,298","3,298","105","147","236","158","308","654","788","493","356","47","6"
"충청북도 영동군 황간면(4374032000)","4,376","4,376","173","309","299","264","423","815","982","682","386","38","5"
"충청북도 영동군 추풍령면(4374033500)","2,300","2,300","49","124","148","95","212","453","532","403","248","34","2"
"충청북도 영동군 매곡면(4374034000)","1,943","1,943","54","93","116","77","153","369","470","316","262","32","1"
"충청북도 영동군 상촌면(4374035000)","2,388","2,388","67","104","117","105","186","411","585","477","280","53","3"
"충청북도 영동군 양강면(4374036000)","3,249","3,249","108","180","326","180","282","617","693","506","319","37","1"
"충청북도 영동군 용화면(4374037000)","1,014","1,014","29","51","46","38","82","193","244","186","125","19","1"
"충청북도 영동군 학산면(4374038000)","2,852","2,852","81","110","165","127","212","508","717","519","351","58","4"
"충청북도 영동군 양산면(4374039000)","1,872","1,872","44","77","111","74","177","342","415","355","230","47","0"
"충청북도 영동군 심천면(4374040000)","3,272","3,272","102","131","192","194","279","577","792","595","360","48","2"
"충청북도 증평군 (4374500000)","36,807","36,807","3,242","3,348","4,516","4,753","5,590","6,014","4,990","2,677","1,491","176","10"
"충청북도 증평군 증평읍(4374525000)","34,917","34,917","3,203","3,272","4,391","4,652","5,393","5,680","4,502","2,386","1,283","146","9"
"충청북도 증평군 도안면(4374531000)","1,890","1,890","39","76","125","101","197","334","488","291","208","30","1"
"충청북도 진천군 (4375000000)","83,718","83,718","7,728","8,092","9,226","11,519","13,562","13,733","10,354","5,532","3,487","465","20"
"충청북도 진천군 진천읍(4375025000)","30,013","30,013","2,244","3,233","3,886","3,202","4,992","5,339","3,712","2,085","1,165","150","5"
"충청북도 진천군 덕산읍(4375025300)","28,280","28,280","4,258","2,946","3,047","6,029","5,189","3,341","2,023","846","533","64","4"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","3,218","3,218","85","181","204","173","310","640","726","472","383","43","1"
"충청북도 진천군 문백면(4375033000)","3,524","3,524","131","139","277","259","362","749","777","459","325","44","2"
"충청북도 진천군 백곡면(4375034000)","2,082","2,082","55","77","100","121","169","376","558","336","249","38","3"
"충청북도 진천군 이월면(4375035000)","6,067","6,067","203","392","522","460","711","1,218","1,279","713","486","78","5"
"충청북도 진천군 광혜원면(4375037000)","10,534","10,534","752","1,124","1,190","1,275","1,829","2,070","1,279","621","346","48","0"
"충청북도 괴산군 (4376000000)","39,393","39,393","1,346","2,161","3,308","2,630","4,105","7,690","8,827","5,507","3,337","452","30"
"충청북도 괴산군 괴산읍(4376025000)","10,506","10,506","631","958","1,396","1,051","1,565","1,787","1,567","979","517","51","4"
"충청북도 괴산군 감물면(4376031000)","2,190","2,190","63","131","150","116","184","441","545","309","217","34","0"
"충청북도 괴산군 장연면(4376032000)","2,000","2,000","51","60","117","82","168","459","519","302","215","27","0"
"충청북도 괴산군 연풍면(4376033000)","2,419","2,419","48","95","145","120","205","463","652","392","260","36","3"
"충청북도 괴산군 칠성면(4376034000)","3,231","3,231","83","147","249","209","323","714","709","479","286","31","1"
"충청북도 괴산군 문광면(4376035000)","2,231","2,231","49","99","160","135","201","452","530","345","222","36","2"
"충청북도 괴산군 청천면(4376036000)","5,226","5,226","113","216","283","255","414","1,097","1,403","887","478","74","6"
"충청북도 괴산군 청안면(4376037000)","3,631","3,631","97","146","241","212","323","749","913","528","362","56","4"
"충청북도 괴산군 사리면(4376039000)","2,917","2,917","82","127","248","172","292","556","663","461","282","32","2"
"충청북도 괴산군 소수면(4376040000)","2,103","2,103","53","67","132","124","173","401","579","342","191","37","4"
"충청북도 괴산군 불정면(4376041000)","2,939","2,939","76","115","187","154","257","571","747","483","307","38","4"
"충청북도 음성군 (4377000000)","93,153","93,153","5,894","7,647","9,500","9,674","13,765","17,738","15,255","8,230","4,669","722","59"
"충청북도 음성군 음성읍(4377025000)","16,951","16,951","906","1,378","1,740","1,515","2,315","3,246","3,081","1,741","887","134","8"
"충청북도 음성군 금왕읍(4377025300)","19,922","19,922","1,295","2,005","2,241","1,984","3,321","3,898","2,822","1,433","797","111","15"
"충청북도 음성군 소이면(4377031000)","2,906","2,906","49","117","161","174","219","533","703","535","360","52","3"
"충청북도 음성군 원남면(4377032000)","3,062","3,062","67","140","172","176","231","543","784","535","351","59","4"
"충청북도 음성군 맹동면(4377033000)","13,094","13,094","1,573","1,020","1,428","2,372","2,195","1,821","1,500","720","380","68","17"
"충청북도 음성군 대소면(4377034000)","15,714","15,714","1,097","1,558","1,786","1,715","2,844","3,247","1,999","893","503","72","0"
"충청북도 음성군 삼성면(4377035000)","6,933","6,933","240","431","608","569","879","1,561","1,405","731","442","63","4"
"충청북도 음성군 생극면(4377036000)","4,526","4,526","173","229","334","307","472","928","1,042","586","385","65","5"
"충청북도 음성군 감곡면(4377037000)","10,045","10,045","494","769","1,030","862","1,289","1,961","1,919","1,056","564","98","3"
"충청북도 단양군 (4380000000)","29,155","29,155","1,201","2,001","2,245","2,018","3,325","5,668","6,354","3,896","2,136","289","22"
"충청북도 단양군 단양읍(4380025000)","10,615","10,615","635","949","1,129","1,048","1,503","1,973","1,813","975","516","72","2"
"충청북도 단양군 매포읍(4380025300)","5,419","5,419","264","409","476","417","690","997","1,026","737","360","42","1"
"충청북도 단양군 대강면(4380031000)","2,499","2,499","59","103","121","96","191","534","655","437","253","43","7"
"충청북도 단양군 가곡면(4380032000)","2,102","2,102","59","142","104","84","192","401","547","372","178","20","3"
"충청북도 단양군 영춘면(4380033000)","3,299","3,299","78","174","149","141","332","698","834","542","305","45","1"
"충청북도 단양군 어상천면(4380034000)","1,932","1,932","46","78","91","76","150","406","563","312","186","23","1"
"충청북도 단양군 적성면(4380035000)","1,534","1,534","22","37","72","74","125","302","447","261","171","23","0"
"충청북도 단양군 단성면(4380036000)","1,755","1,755","38","109","103","82","142","357","469","260","167","21","7"
"충청남도  (4400000000)","2,121,029","2,121,029","172,628","202,548","243,200","268,598","327,791","340,183","279,372","171,439","99,965","14,384","921"
"충청남도 천안시 (4413000000)","658,808","658,808","62,156","68,397","96,587","105,456","111,902","103,038","63,642","30,117","15,120","2,218","175"
"충청남도 천안시 동남구 (4413100000)","258,009","258,009","20,449","26,228","35,375","33,239","42,852","43,830","31,198","15,533","8,016","1,202","87"
"충청남도 천안시 동남구 목천읍(4413125000)","24,260","24,260","1,707","2,748","2,811","2,504","4,539","4,433","2,925","1,550","911","132","0"
"충청남도 천안시 동남구 풍세면(4413131000)","4,123","4,123","144","239","384","327","437","772","923","517","336","44","0"
"충청남도 천안시 동남구 광덕면(4413132000)","4,323","4,323","106","193","378","279","451","878","1,012","568","387","69","2"
"충청남도 천안시 동남구 북면(4413133000)","4,357","4,357","129","251","381","343","507","874","954","510","345","62","1"
"충청남도 천안시 동남구 성남면(4413134000)","3,247","3,247","85","176","237","195","332","636","762","477","297","47","3"
"충청남도 천안시 동남구 수신면(4413135000)","2,324","2,324","55","88","190","174","248","446","504","335","256","26","2"
"충청남도 천안시 동남구 병천면(4413136000)","6,082","6,082","250","339","763","541","744","1,195","1,123","633","419","68","7"
"충청남도 천안시 동남구 동면(4413137000)","2,119","2,119","23","79","132","90","182","439","509","358","261","42","4"
"충청남도 천안시 동남구 중앙동(4413151000)","5,477","5,477","172","283","545","499","666","1,073","1,176","697","314","41","11"
"충청남도 천안시 동남구 문성동(4413152000)","3,587","3,587","86","171","499","397","468","664","712","383","175","30","2"
"충청남도 천안시 동남구 원성1동(4413153000)","8,816","8,816","419","669","1,112","887","1,224","1,773","1,473","814","382","54","9"
"충청남도 천안시 동남구 원성2동(4413154000)","9,463","9,463","287","694","1,169","888","1,375","1,885","1,607","996","500","57","5"
"충청남도 천안시 동남구 봉명동(4413155000)","18,175","18,175","1,103","1,442","2,870","2,525","2,967","3,302","2,394","1,073","421","67","11"
"충청남도 천안시 동남구 일봉동(4413156000)","23,932","23,932","2,203","3,250","2,844","2,653","4,433","4,127","2,511","1,265","559","81","6"
"충청남도 천안시 동남구 신방동(4413157000)","45,197","45,197","4,837","5,910","6,264","6,852","9,059","6,850","3,306","1,339","677","100","3"
"충청남도 천안시 동남구 청룡동(4413158000)","55,933","55,933","6,072","7,006","7,150","8,516","10,158","8,480","5,134","2,223","1,013","169","12"
"충청남도 천안시 동남구 신안동(4413159000)","36,594","36,594","2,771","2,690","7,646","5,569","5,062","6,003","4,173","1,795","763","113","9"
"충청남도 천안시 서북구 (4413300000)","400,799","400,799","41,707","42,169","61,212","72,217","69,050","59,208","32,444","14,584","7,104","1,016","88"
"충청남도 천안시 서북구 성환읍(4413325000)","24,358","24,358","1,222","2,249","2,813","2,175","3,737","4,307","3,916","2,479","1,270","160","30"
"충청남도 천안시 서북구 성거읍(4413325300)","21,892","21,892","1,859","2,404","2,552","2,899","4,151","3,721","2,444","1,172","608","80","2"
"충청남도 천안시 서북구 직산읍(4413325600)","19,716","19,716","1,419","1,869","2,428","2,708","3,624","3,473","2,324","1,160","633","74","4"
"충청남도 천안시 서북구 입장면(4413331000)","8,551","8,551","289","557","887","725","1,101","1,775","1,627","961","533","82","14"
"충청남도 천안시 서북구 성정1동(4413351000)","16,096","16,096","760","1,043","2,394","2,207","2,419","3,147","2,345","1,212","501","58","10"
"충청남도 천안시 서북구 성정2동(4413352000)","25,600","25,600","958","1,324","6,502","5,583","3,790","3,526","2,440","982","416","73","6"
"충청남도 천안시 서북구 쌍용1동(4413353000)","14,048","14,048","883","1,222","2,497","1,861","1,939","2,570","1,927","757","332","58","2"
"충청남도 천안시 서북구 쌍용2동(4413354000)","37,998","37,998","3,466","4,981","6,055","5,118","6,713","6,692","3,146","1,173","577","72","5"
"충청남도 천안시 서북구 쌍용3동(4413355000)","19,045","19,045","1,452","2,409","2,673","2,375","3,184","3,546","1,963","889","474","78","2"
"충청남도 천안시 서북구 백석동(4413356000)","40,784","40,784","5,691","5,706","5,145","6,962","7,868","5,593","2,474","882","393","67","3"
"충청남도 천안시 서북구 불당동(4413356500)","69,849","69,849","10,481","9,355","8,840","14,663","13,972","8,565","2,620","870","403","77","3"
"충청남도 천안시 서북구 부성1동(4413358000)","45,933","45,933","3,905","4,085","10,141","9,172","7,344","6,544","2,832","1,250","573","81","6"
"충청남도 천안시 서북구 부성2동(4413359000)","56,929","56,929","9,322","4,965","8,285","15,769","9,208","5,749","2,386","797","391","56","1"
"충청남도 공주시 (4415000000)","104,545","104,545","5,773","8,159","11,276","9,489","13,316","18,445","18,424","11,478","7,086","1,037","62"
"충청남도 공주시 유구읍(4415025000)","7,461","7,461","277","397","488","496","788","1,328","1,755","1,120","714","91","7"
"충청남도 공주시 이인면(4415031000)","3,290","3,290","101","129","212","195","273","617","750","553","401","54","5"
"충청남도 공주시 탄천면(4415032000)","2,971","2,971","71","131","194","179","236","489","652","534","421","61","3"
"충청남도 공주시 계룡면(4415033000)","5,551","5,551","170","278","328","298","512","1,019","1,377","881","594","89","5"
