"행정구역","2020년12월_계_총인구수","2020년12월_계_연령구간인구수","2020년12월_계_0~9세","2020년12월_계_10~19세","2020년12월_계_20~29세","2020년12월_계_30~39세","2020년12월_계_40~49세","2020년12월_계_50~59세","2020년12월_계_60~69세","2020년12월_계_70~79세","2020년12월_계_80~89세","2020년12월_계_90~99세","2020년12월_계_100세 이상"
"충청남도 공주시 반포면(4415034000)","4,222","4,222","157","186","340","321","467","968","982","503","251","46","1"
"충청남도 공주시 의당면(4415036000)","4,676","4,676","186","361","465","369","590","961","855","510","327","51","1"
"충청남도 공주시 정안면(4415037000)","4,691","4,691","117","216","298","275","435","820","1,119","738","569","100","4"
"충청남도 공주시 우성면(4415038000)","5,258","5,258","166","290","377","341","540","931","1,140","819","557","90","7"
"충청남도 공주시 사곡면(4415039000)","2,957","2,957","73","157","195","149","260","525","667","487","398","42","4"
"충청남도 공주시 신풍면(4415040000)","3,241","3,241","78","91","171","187","308","630","853","542","327","49","5"
"충청남도 공주시 중학동(4415051000)","4,640","4,640","188","328","575","384","580","816","781","604","326","55","3"
"충청남도 공주시 웅진동(4415054000)","8,302","8,302","443","710","936","857","1,144","1,413","1,427","864","443","58","7"
"충청남도 공주시 금학동(4415055000)","5,428","5,428","353","571","743","529","782","874","860","445","238","31","2"
"충청남도 공주시 옥룡동(4415056000)","7,993","7,993","323","553","869","691","992","1,567","1,481","966","490","60","1"
"충청남도 공주시 신관동(4415057000)","19,383","19,383","1,397","2,049","3,213","2,264","3,018","3,245","2,333","1,192","585","83","4"
"충청남도 공주시 월송동(4415059000)","14,481","14,481","1,673","1,712","1,872","1,954","2,391","2,242","1,392","720","445","77","3"
"충청남도 보령시 (4418000000)","100,229","100,229","6,137","8,295","9,528","9,461","13,945","17,212","17,087","11,279","6,289","931","65"
"충청남도 보령시 웅천읍(4418025000)","6,229","6,229","142","314","416","349","604","1,131","1,503","1,051","603","113","3"
"충청남도 보령시 주포면(4418031000)","1,663","1,663","37","110","193","85","164","280","384","259","127","24","0"
"충청남도 보령시 오천면(4418032000)","2,179","2,179","44","119","133","127","256","392","498","352","216","41","1"
"충청남도 보령시 오천면어항출장소(4418032500)","1,628","1,628","55","97","128","121","216","324","363","181","126","16","1"
"충청남도 보령시 원산도출장소(4418032800)","1,126","1,126","28","67","64","65","99","223","255","186","120","19","0"
"충청남도 보령시 천북면(4418033000)","3,554","3,554","114","191","219","217","344","625","794","591","407","51","1"
"충청남도 보령시 청소면(4418034000)","2,640","2,640","67","104","147","135","215","422","599","522","369","58","2"
"충청남도 보령시 청라면(4418035000)","3,937","3,937","126","211","274","203","385","680","888","668","439","57","6"
"충청남도 보령시 남포면(4418036000)","5,140","5,140","132","260","374","287","474","949","1,174","852","528","101","9"
"충청남도 보령시 주산면(4418038000)","2,453","2,453","48","85","114","103","195","380","552","534","372","68","2"
"충청남도 보령시 미산면(4418039000)","1,729","1,729","52","56","92","78","137","263","427","357","229","38","0"
"충청남도 보령시 성주면(4418040000)","2,298","2,298","73","117","165","154","270","447","519","362","169","18","4"
"충청남도 보령시 주교면(4418041000)","5,332","5,332","187","333","480","401","690","969","1,077","714","417","62","2"
"충청남도 보령시 대천1동(4418051500)","14,454","14,454","1,080","1,462","1,678","1,566","2,282","2,463","2,060","1,242","547","66","8"
"충청남도 보령시 대천2동(4418052500)","6,931","6,931","492","651","734","758","1,119","1,168","980","645","347","33","4"
"충청남도 보령시 대천3동(4418053500)","16,679","16,679","1,655","1,932","2,054","2,293","2,985","2,616","1,774","903","415","45","7"
"충청남도 보령시 대천4동(4418054500)","15,763","15,763","1,566","1,791","1,740","1,962","2,733","2,603","1,839","1,003","453","61","12"
"충청남도 보령시 대천5동(4418056500)","6,494","6,494","239","395","523","557","777","1,277","1,401","857","405","60","3"
"충청남도 아산시 (4420000000)","316,129","316,129","32,946","34,460","36,591","48,420","56,301","46,289","31,885","18,089","9,708","1,326","114"
"충청남도 아산시 염치읍(4420025000)","6,531","6,531","371","498","564","630","873","1,139","1,163","728","495","66","4"
"충청남도 아산시 배방읍(4420025300)","75,617","75,617","9,551","9,300","9,535","13,883","14,471","9,664","5,291","2,553","1,189","170","10"
"충청남도 아산시 송악면(4420031000)","4,254","4,254","204","357","312","264","555","765","810","580","347","56","4"
"충청남도 아산시 탕정면(4420033000)","21,675","21,675","2,975","2,956","2,765","4,068","4,559","2,374","1,048","574","307","49","0"
"충청남도 아산시 음봉면(4420035000)","19,932","19,932","2,582","1,732","2,029","3,617","3,455","2,762","2,123","989","554","87","2"
"충청남도 아산시 둔포면(4420036000)","21,724","21,724","2,475","1,449","2,419","4,626","3,517","3,081","2,292","1,143","619","100","3"
"충청남도 아산시 영인면(4420037000)","5,524","5,524","144","272","417","392","585","998","1,218","835","579","80","4"
"충청남도 아산시 인주면(4420038000)","6,553","6,553","306","407","572","626","960","1,274","1,123","707","507","68","3"
"충청남도 아산시 선장면(4420039000)","3,133","3,133","64","109","192","179","269","523","763","569","404","52","9"
"충청남도 아산시 도고면(4420040000)","4,464","4,464","113","183","352","297","403","860","974","733","493","53","3"
"충청남도 아산시 신창면(4420041000)","19,945","19,945","1,608","2,057","2,373","2,359","3,452","3,230","2,440","1,515","807","95","9"
"충청남도 아산시 온양1동(4420057000)","9,468","9,468","901","732","1,079","1,750","1,519","1,329","1,118","671","300","56","13"
"충청남도 아산시 온양2동(4420058000)","10,785","10,785","433","805","1,688","1,212","1,460","2,037","1,627","1,013","439","60","11"
"충청남도 아산시 온양3동(4420059000)","36,876","36,876","4,066","4,851","4,490","5,136","7,026","5,290","3,285","1,788","826","106","12"
"충청남도 아산시 온양4동(4420060000)","18,873","18,873","1,572","2,456","2,149","2,182","3,510","3,218","2,004","1,143","551","80","8"
"충청남도 아산시 온양5동(4420061000)","21,656","21,656","2,267","2,749","2,759","2,987","4,082","3,347","1,875","1,038","476","66","10"
"충청남도 아산시 온양6동(4420062000)","29,119","29,119","3,314","3,547","2,896","4,212","5,605","4,398","2,731","1,510","815","82","9"
"충청남도 서산시 (4421000000)","175,591","175,591","15,446","17,252","19,277","22,123","27,814","28,370","22,029","13,886","8,126","1,211","57"
"충청남도 서산시 대산읍(4421025000)","13,903","13,903","754","1,073","1,870","1,512","2,018","3,070","1,920","978","609","96","3"
"충청남도 서산시 인지면(4421031000)","7,450","7,450","525","722","645","655","1,152","1,311","1,079","757","530","69","5"
"충청남도 서산시 부석면(4421032000)","5,356","5,356","123","216","294","268","498","871","1,308","1,022","671","84","1"
"충청남도 서산시 팔봉면(4421033000)","3,373","3,373","64","113","182","149","297","597","854","673","390","52","2"
"충청남도 서산시 지곡면(4421034000)","8,152","8,152","611","744","684","974","1,223","1,370","1,235","779","454","77","1"
"충청남도 서산시 성연면(4421036000)","15,451","15,451","2,907","1,160","1,692","3,931","2,292","1,631","964","508","321","42","3"
"충청남도 서산시 음암면(4421037000)","9,463","9,463","536","781","859","850","1,411","1,688","1,522","1,025","700","88","3"
"충청남도 서산시 운산면(4421038000)","5,133","5,133","141","267","287","269","554","876","1,111","937","605","84","2"
"충청남도 서산시 해미면(4421039000)","7,418","7,418","266","462","728","494","869","1,356","1,416","1,134","603","87","3"
"충청남도 서산시 고북면(4421040000)","6,367","6,367","387","495","584","576","877","844","1,076","849","591","83","5"
"충청남도 서산시 부춘동(4421051000)","19,545","19,545","1,759","2,079","2,640","2,779","3,331","3,189","2,023","1,073","565","97","10"
"충청남도 서산시 동문1동(4421052500)","19,034","19,034","1,725","2,350","2,187","2,200","3,452","3,237","2,050","1,153","573","99","8"
"충청남도 서산시 동문2동(4421053500)","8,998","8,998","600","898","1,108","902","1,456","1,541","1,337","756","338","55","7"
"충청남도 서산시 수석동(4421054000)","16,337","16,337","1,444","2,019","2,032","2,022","2,907","2,583","1,778","976","499","76","1"
"충청남도 서산시 석남동(4421055000)","29,611","29,611","3,604","3,873","3,485","4,542","5,477","4,206","2,356","1,266","677","122","3"
"충청남도 논산시 (4423000000)","116,675","116,675","7,232","9,806","11,387","10,764","15,403","19,703","20,007","13,047","8,050","1,183","93"
"충청남도 논산시 강경읍(4423025000)","8,375","8,375","342","672","720","568","982","1,491","1,673","1,169","635","107","16"
"충청남도 논산시 연무읍(4423025300)","13,732","13,732","898","1,100","1,330","1,292","1,680","2,185","2,397","1,622","1,056","162","10"
"충청남도 논산시 성동면(4423031000)","4,173","4,173","120","182","290","243","366","695","944","727","543","61","2"
"충청남도 논산시 광석면(4423032000)","4,243","4,243","106","239","298","245","404","772","958","703","475","41","2"
"충청남도 논산시 노성면(4423033000)","3,020","3,020","111","148","197","218","303","482","650","507","348","51","5"
"충청남도 논산시 상월면(4423034000)","3,622","3,622","78","168","226","223","397","691","836","557","385","55","6"
"충청남도 논산시 부적면(4423035000)","3,576","3,576","87","155","262","210","358","671","831","569","370","59","4"
"충청남도 논산시 연산면(4423036000)","6,137","6,137","194","329","379","345","569","1,213","1,478","946","586","90","8"
"충청남도 논산시 벌곡면(4423038000)","2,477","2,477","65","110","120","116","242","436","613","439","276","54","6"
"충청남도 논산시 양촌면(4423039000)","6,217","6,217","370","421","435","517","641","1,075","1,150","891","621","91","5"
"충청남도 논산시 가야곡면(4423040000)","3,439","3,439","57","129","232","164","314","587","873","608","405","66","4"
"충청남도 논산시 은진면(4423041000)","3,978","3,978","106","194","443","250","445","719","822","550","379","65","5"
"충청남도 논산시 채운면(4423042000)","2,274","2,274","66","140","145","131","208","368","538","371","251","52","4"
"충청남도 논산시 취암동(4423051000)","35,004","35,004","3,358","3,947","4,527","4,613","5,873","5,456","3,960","2,075","1,040","144","11"
"충청남도 논산시 부창동(4423052000)","16,408","16,408","1,274","1,872","1,783","1,629","2,621","2,862","2,284","1,313","680","85","5"
"충청남도 계룡시 (4425000000)","42,822","42,822","3,863","6,300","4,903","4,611","8,393","6,927","4,499","2,046","1,095","175","10"
"충청남도 계룡시 두마면(4425031000)","7,076","7,076","618","901","751","680","1,171","1,300","1,011","422","173","46","3"
"충청남도 계룡시 엄사면(4425031500)","18,498","18,498","1,254","2,371","2,361","1,708","3,217","3,467","2,211","1,109","699","96","5"
"충청남도 계룡시 신도안면(4425033000)","8,630","8,630","1,259","1,945","798","1,311","2,475","679","84","55","22","2","0"
"충청남도 계룡시 금암동(4425051000)","8,618","8,618","732","1,083","993","912","1,530","1,481","1,193","460","201","31","2"
"충청남도 당진시 (4427000000)","166,249","166,249","15,561","15,687","16,075","22,827","26,670","25,934","21,007","13,306","7,965","1,147","70"
"충청남도 당진시 합덕읍(4427025000)","9,099","9,099","325","589","696","719","1,113","1,567","1,821","1,320","814","119","16"
"충청남도 당진시 송악읍(4427025300)","30,259","30,259","4,010","2,558","2,366","5,544","5,356","4,426","3,182","1,684","995","131","7"
"충청남도 당진시 고대면(4427031000)","5,498","5,498","183","276","385","329","556","954","1,215","862","632","102","4"
"충청남도 당진시 석문면(4427032000)","9,701","9,701","427","498","941","1,136","1,345","1,921","1,702","1,025","614","87","5"
"충청남도 당진시 대호지면(4427033000)","2,434","2,434","62","98","142","126","208","354","610","502","286","43","3"
"충청남도 당진시 정미면(4427034000)","3,679","3,679","105","190","294","212","324","625","839","617","408","64","1"
"충청남도 당진시 면천면(4427035000)","3,584","3,584","102","190","257","232","375","662","793","556","354","61","2"
"충청남도 당진시 순성면(4427036000)","5,122","5,122","175","318","367","290","547","975","1,049","776","534","86","5"
"충청남도 당진시 우강면(4427037000)","5,177","5,177","191","346","403","311","589","862","1,061","818","520","74","2"
"충청남도 당진시 신평면(4427038000)","15,814","15,814","1,492","1,813","1,423","1,701","2,610","2,511","2,071","1,324","757","104","8"
"충청남도 당진시 송산면(4427039000)","11,914","11,914","1,191","1,000","1,025","1,995","2,000","1,847","1,367","880","534","70","5"
"충청남도 당진시 당진1동(4427051000)","24,406","24,406","2,561","2,519","3,406","4,499","4,236","3,385","2,070","1,145","508","76","1"
"충청남도 당진시 당진2동(4427052000)","21,178","21,178","2,598","2,531","2,223","3,183","3,789","3,095","1,978","1,084","615","72","10"
"충청남도 당진시 당진3동(4427053000)","18,384","18,384","2,139","2,761","2,147","2,550","3,622","2,750","1,249","713","394","58","1"
"충청남도 금산군 (4471000000)","51,413","51,413","2,565","4,289","4,020","3,765","6,216","9,087","9,838","6,845","4,202","555","31"
